feature,gbr,xgb,BayesianRidge,rf,mean
1,2.1103153536325544e-05,0.00013341013982426375,0.1320324500585043,9.296918430401015e-05,0.033069983134042226
2,8.394608670030534e-05,0.00029852590523660183,0.1414640674908738,0.0002854522579443948,0.035532997935188784
3,0.0015119616409480956,0.008619102649390697,0.21926607650792404,0.0009906531312672121,0.05759694848238251
4,0.00039485558518513147,0.0010678593534976244,0.028598855585270318,0.00014277516245944373,0.007551086421603129
5,0.0007791353600557623,0.0007787017384544015,0.18108366251271027,0.0003167980126437842,0.04573957440596605
6,0.0,0.0,0.0928074837061847,2.7941320736995366e-05,0.023208856256730425
7,0.00025281085654802046,0.0004647306341212243,0.07726631566075498,0.00011888426865972748,0.01952568535502099
8,2.9891212938152154e-06,7.498571358155459e-05,0.11949293000523359,5.511429210223026e-05,0.029906504783052797
9,0.00013356449857298725,0.0009159717010334134,0.1828518275317931,4.261979525176174e-05,0.04598599588166282
10,3.716781971880327e-05,0.0,0.07276286068136818,0.0002517904399740859,0.018262954735265267
11,0.0001779836585115727,0.0006492233369499445,0.16779699709545223,9.735430708141011e-05,0.04218038959949879
12,0.0,0.0,0.05565943042137994,6.235533759284128e-07,0.013915013493688967
13,0.0,0.0009842230938374996,0.1124922791676209,4.7200208364499654e-05,0.028380925617455727
14,0.0,0.0,0.029988755074809074,6.4641005285781e-06,0.0074988047938344135
15,0.00037777770405731905,0.001564519596286118,0.14828765836976265,0.0001325083673659871,0.037590616009368014
16,0.0,0.0,0.0,0.0,0.0
17,8.29507529379157e-05,8.151720976457e-05,0.08977717484364768,0.00026601437360872487,0.022551914294989723
18,0.009621353404719885,0.0,0.051382189742257126,0.0001331249281353764,0.015284167018778097
19,3.530388819064094e-05,6.392837531166151e-05,0.08469645230741366,5.6230922805913513e-05,0.02121297887343047
20,4.967803908678767e-05,0.00012184050865471363,0.08306750073899567,0.00046218659086835664,0.020925301469401383
21,0.0474361061772812,0.1291244626045227,0.17900392444029736,1.7057864997926963e-06,0.08889154975215026
22,1.1823204198577277e-05,0.0,0.15173195036762077,0.000989801976096832,0.03818339388697904
23,0.0,0.0,0.0,0.0,0.0
24,0.0,0.0,0.2094379921579021,2.395369188925661e-05,0.05236548646244784
25,0.0,0.0,0.13606191951887203,4.921395731542861e-05,0.03402778336904687
26,0.0,0.0,0.09597526471169197,0.00046938502551866504,0.02411116243430266
27,0.0,0.0,0.0,0.0,0.0
28,0.0,0.0,0.0856029420208737,1.0332445774029161e-06,0.021400993816362776
29,2.8105779470468107e-05,0.0,0.027676701304885722,3.379097650954795e-06,0.006927046545501786
30,0.0,0.0,0.17483042586064554,3.764016705723731e-06,0.04370854746933782
31,0.034765440191500185,0.05233190581202507,0.06311046799779844,0.0005308548545410498,0.03768466721396619
32,8.956119398558048e-05,0.0009060987504199147,0.17738407312734056,5.48197623520841e-05,0.04460863820852454
33,3.8548876858202067e-05,0.0001086413612938486,0.11907482678461899,0.0001631272803238084,0.02984628607577371
34,0.0,0.0,0.11306163656115384,5.2998899836894155e-05,0.028278658865247684
35,0.0,0.0,0.13009636597850688,1.1956589313020878e-05,0.032527080641954975
36,0.0001000299155625382,0.0008869396988302469,0.12169167895133412,0.00010834752205114529,0.030696749021944515
37,5.8301174121324e-05,0.001687512150965631,0.3541545908126826,0.00011742265047763346,0.08900445669706179
38,0.00042860240053803117,0.0019174735061824322,0.06052169621227271,0.00011991704089809554,0.01574692228997282
39,3.975142080806488e-05,0.000395945186028257,0.06543005428228735,0.0004280451176056544,0.01657344900168233
40,0.0,0.00022914049623068422,0.08574478805926854,1.1587739585064794e-05,0.021496379073771072
41,4.733625200021558e-06,0.0,0.05956812250161465,3.359026650956909e-05,0.01490161159833106
42,1.876560663704363e-05,0.00014553702203556895,0.11828251235829192,0.00022717187064509017,0.029668496714402408
43,0.0,0.001686236122623086,0.12872954370403536,7.737551184859691e-05,0.032623288834626764
44,0.0002317816375200687,0.00029214119422249496,0.12392823738998286,6.254700634733516e-06,0.031114603730590037
45,7.134971403813305e-05,0.0002725748345255852,0.07557493197616248,3.821963670181847e-05,0.018989269040357006
46,0.0010290532352259278,0.00133924197871238,0.29501322111366657,0.0008247031247947694,0.07455155486309992
47,0.0,0.0,0.10104151224019957,0.0006999223628671938,0.025435358650766692
48,0.00014010519716203934,0.00029108001035638154,0.1856010719902688,7.308834207428985e-05,0.046526336384965374
49,0.0002892235681149872,0.0013064551167190075,0.08520907549490386,0.0008472663438262255,0.021913005130891023
50,1.0388228948169426e-05,0.0003348612517584115,0.1389648059879349,0.00010858688767546961,0.03485466058907924
51,0.0,0.0,0.0856029420208737,1.0332445774029161e-06,0.021400993816362776
52,0.001151044934229095,0.0009622221696190536,0.38535558293757916,0.0005823732976349407,0.09701280583476556
53,0.0,0.0,0.07616125856786081,1.1909555366451936e-05,0.019043292030806815
54,3.1478170568402195e-05,0.0001133522018790245,0.07713452033947651,2.0655004405820348e-05,0.01932500142908244
55,0.0,0.0,0.0,0.0,0.0
56,0.0024739020291764547,0.006696235854178667,0.09608943171042726,0.00017526865147056067,0.026358709561313236
57,0.00011870265270044215,0.003734485013410449,0.09776098286247928,0.00027032847709067504,0.025471124751420212
58,0.0,0.0,0.12321725796316675,0.0013998447257343876,0.031154275672225284
59,0.0,0.0,0.04143855405047318,0.0,0.010359638512618294
60,9.516221061730158e-06,0.0,0.0626835908369422,0.00017845406788106084,0.015717890281471244
61,0.0,0.0,0.07162965974199198,2.9961347175889477e-05,0.01791490527229197
62,0.0,0.0,0.0,0.0,0.0
63,4.081744313522348e-05,0.0004878641339018941,0.18804785870172613,0.00026201324797634607,0.0472096383816849
64,2.7723529266629105e-05,1.2717719073407352e-05,0.18712110370550777,0.00026746906026068695,0.046857253503527124
65,0.8001137028636738,0.9820107817649841,0.07553742924486603,1.0,0.7144154784683809
66,0.0,0.0,0.0,0.0,0.0
67,0.0,0.0,0.0,0.0,0.0
68,0.0,0.0,0.0,0.0,0.0
69,0.0,0.0,0.0,0.0,0.0
70,0.0,0.0,0.12072452453511326,4.126166230951569e-05,0.030191446549355693
71,0.0,0.0,0.06826969888530986,9.439957070946848e-07,0.017067660720254237
72,0.0,0.0,0.0,0.0,0.0
73,0.0,0.0,0.0,0.0,0.0
74,0.0,0.0,0.04687868538981317,2.664671046949865e-05,0.011726333025070668
75,0.0,0.0,0.0,0.0,0.0
76,0.0,0.0,0.0,0.0,0.0
77,0.0008669636074251821,0.00039134518010541797,0.17801577073121877,3.144838497965586e-05,0.04482638197593226
78,0.0,0.0,0.0,0.0,0.0
79,0.0007308494586539527,0.0014476680662482977,0.1572356934094579,0.0005690864522772808,0.03999582434665935
80,0.0,0.0011457724031060934,0.13605990983295888,0.00015537747379497447,0.03434026492746499
81,0.00018898851881179955,0.00021193073189351708,0.11538021100707285,0.0003063399717994682,0.029021867557394408
82,0.0001508259814113284,0.0,0.018780407620539945,0.00015919469876178184,0.004772607075178264
83,3.593691002744758e-05,0.0,0.12433924426468969,7.007539464011437e-05,0.03111131414233931
84,0.005566215133804464,0.0019865913782268763,0.6492763089051384,0.003797611812820723,0.16515668180749762
85,8.181578613093832e-08,6.120752368588e-05,0.19864475900204676,0.0003336296436563442,0.04975991949629378
86,0.06424440168264683,0.101689912378788,0.9711793031569185,0.04622403750897288,0.29583441368183155
87,1.2758348376313171e-05,0.0,0.0990006749337469,6.081406597093851e-05,0.02476856183702354
88,0.00014074359755497,0.0005550262285396457,0.08686458219722397,0.00036839755347697727,0.021982187394198893
89,0.0,0.0,0.0761015821043551,1.2195794255686061e-05,0.019028444474652694
90,0.009160806409026178,0.004602733999490738,0.8777508121223478,0.007065291507353457,0.22464491100955455
91,0.00030064728609612755,0.0005066886078566313,0.32227386188076307,0.0007927329881699258,0.08096848269072145
92,5.7894752000533463e-05,0.00352295208722353,0.14271690099720155,0.0003200148164061055,0.03665444066320793
93,0.008779752763406676,0.0052415370009839535,0.770866820055034,0.010245135633532503,0.1987833113632393
94,0.0006437885866955418,0.0003943818446714431,0.4585027509561026,0.00046631347069429825,0.11500180871454098
95,0.0001853028751141239,0.0004191278712823987,0.1636359221188556,0.0002044108139788332,0.04111119091980774
96,0.0,0.0,0.6233977242459168,0.00014320487079178245,0.15588523227917714
97,0.0007840780370921015,0.002327648689970374,0.3457059968008011,0.002299536735886652,0.08777931506593757
98,1.01007143371491e-07,0.0007098437054082751,0.14496933587906166,4.8261003459304855e-05,0.036431885398768155
99,8.562930815029874e-05,3.950872633140534e-05,0.09619430232460204,0.00014521686138843575,0.024116164305118044
100,0.00034387098621729985,0.0030720068607479334,0.15166037491108483,0.0004907115992374546,0.03889174108932188
101,0.00039753083690980724,0.0044030495919287205,0.11902043939351852,0.0001845062715437432,0.0310013815234752
102,0.0,0.0,0.0,0.0,0.0
103,0.00017954854764389586,0.000188532387255691,0.38833646497106417,5.94257941884342e-05,0.09719099292503805
104,4.7252628850570915e-05,0.0004334789700806141,0.0388192145862146,0.00027753264460264647,0.009894369707437109
105,4.105188458189048e-05,0.0006413984810933471,0.004634968045347376,0.00019539107558510052,0.0013782023716519284
106,0.0,0.0,0.0,0.0,0.0
107,0.0,0.0,0.08895437249727386,0.0003127205847853781,0.02231677327051481
