feature,p_value,score,xgb
p1_H1,0.0002089359545602132,13.833186521487196,0.0002363841
p1_H2,0.00041111606925249615,12.550838950479442,7.248144e-05
p1_H3,0.9534875680178678,0.003403537888533499,0.0
p1_P2,0.03704496517548548,4.357977073424414,2.7666234e-05
p1_V,0.5859468202067107,0.2968779288586878,0.0
p1_SCT,0.7859993903666321,0.07375001233300454,0.0
p1_PKA,0.7457669275397908,0.10517056684769623,0.0
p2_H1,0.619379559808971,0.24686782116224387,0.0
p2_H2,1.1414355057946892e-06,23.916765480190445,0.00050609023
p2_H3,6.719337722947575e-21,91.26489609855925,0.0005841252
p2_P2,0.25102654291865956,1.3188453622010778,0.0
p2_V,0.044281618259470905,4.054246790596909,1.5326652e-05
p2_SCT,5.805159500229104e-12,48.3558259628983,2.6766056e-06
p2_PKA,0.0023076271633933054,9.326814313615605,4.942806e-05
p3_H1,2.7846062674680737e-38,179.58123272969394,0.000580184
p3_H2,9.19361229348826e-67,338.035067710755,2.6657985e-05
p3_H3,1.886837553775023e-34,159.58125490342601,0.00011399542
p3_P2,4.548895547621713e-23,101.94535838989222,3.4003056e-06
p3_V,5.0910240246597894e-20,86.96339655334899,3.4003056e-06
p3_SCT,4.2048200500185166e-10,39.66834827159822,0.0
p3_PKA,0.8124335719304883,0.05633007488880567,0.0
p4_H1,1.0126200034941461e-09,37.897672824439546,5.7907764e-05
p4_H2,1.4723066167287037e-29,134.48098671492852,0.0
p4_H3,1.1365426210152992e-160,1001.9939778854241,1.0024272e-05
p4_P2,7.624596059804252e-90,479.8413735249421,0.0021885904
p4_V,2.2804497062256824e-106,589.3456767208818,0.0027119648
p4_SCT,3.12781760844403e-161,1006.7134603164969,0.0
p4_PKA,3.1006238318127925e-146,883.8212906282284,0.000109047345
p5_H1,0.997939293822455,6.67317635111849e-06,0.0
p5_H2,1.8925016719052695e-08,32.03186904969749,9.194155e-06
p5_H3,0.8481358346808495,0.03668702030105388,0.0
p5_P2,0.7356132031077132,0.11407239270076258,0.0
p5_V,0.1219914095302376,2.394923541080737,0.0
p5_SCT,0.8169838576731114,0.05358134128488532,0.0
p5_PKA,0.02686692656238503,4.911316885221897,0.00021103822
p6_H1,3.4595096192341056e-08,30.83011953025208,6.887263e-06
p6_H2,3.6422054131353566e-08,30.727709333369436,0.0
p6_H3,1.606015147795302e-173,1112.798282983481,0.0
p6_P2,3.279231537069879e-38,179.20776156598865,0.0
p6_V,6.35439648273906e-50,242.23926142915212,0.0032494783
p6_SCT,7.007680353506999e-150,913.0552549846678,0.0
p6_PKA,1.3370445450063057e-199,1355.0821399925878,0.00012495514
p7_H1,1.8460569402168588e-47,228.74332488588087,9.373255e-05
p7_H2,4.258602649228204e-91,487.9041572108362,0.0
p7_H3,9.286300516852577e-33,150.84395308855446,0.0
p7_P2,6.421656922394198e-19,81.60252833717927,0.000114959534
p7_V,9.178914571748417e-14,56.85466823907297,5.230361e-05
p7_SCT,1.0871165016656976e-40,192.31086690347274,0.0
p7_PKA,0.8795194951976938,0.02298572450048748,0.0
p8_H1,8.208119027385877e-63,314.9979819538207,8.613805e-05
p8_H2,7.746071801331788e-85,448.0054026674024,1.6227304e-08
p8_H3,2.805466467001479e-05,17.680561197500143,0.0
p8_P2,3.5151760580938016e-05,17.245618633108045,2.246941e-05
