feature,p_value,score,gbr
p1_H1,0.08530854618541335,2.980388313470253,0.0
p1_P1,4.731918888575995e-16,73.83909903248133,0.018765790307406657
p1_SCT,9.331939309365098e-16,72.17245551514313,0.044287622840432174
p2_H1,6.978998467860717e-20,96.21948737998656,0.002864728604684049
p2_P1,1.0469344811422392e-14,66.30348544467635,0.0027835114415204823
p2_SCT,7.908958673293666e-12,50.724067454192244,0.0014569412828165673
p3_H1,0.37194647019620064,0.7995441935440115,0.0
p3_P1,9.878560018654649e-11,44.98361230751578,0.0675440711850726
p3_SCT,7.489699763866747e-05,16.127537905826625,0.002454002382427314
p4_H1,0.19682236083638846,1.6732237792443232,0.0
p4_P1,0.042661746631674574,4.143960997039038,0.0011419243062053023
p4_SCT,0.013172270599694634,6.219654941248005,0.008622583763329687
p5_H1,0.0001678303697004647,14.525007125704333,0.007893610441594983
p5_P1,0.11418137628424543,2.509973503570061,0.0
p5_SCT,0.5968345492429399,0.28039425392946116,0.0
p6_H1,0.3774362590944419,0.7813505115824854,0.0
p6_P1,5.9736213734416865e-15,67.65670962404302,0.08715167153123238
p6_SCT,1.1379621610450714e-15,71.68709386313589,0.08715167153123238
p7_H1,0.0006925414839348843,11.752661409940254,0.021311976511753535
p7_P1,5.098519937162549e-16,73.65558348881659,0.007112273107586998
p7_SCT,8.77882565776435e-19,89.65557869904822,0.01582875505262525
p8_H1,0.6595747346497716,0.19442721633143828,0.0
p8_P1,0.0017958649559126154,9.924127370752172,0.0044810942854415755
p8_SCT,0.0022382782284413698,9.50613722514274,0.0029547287246728003
p9_H1,1.9890429098392138e-13,59.29015089643029,0.001814458873229972
p9_P1,1.2850543533485007e-05,19.68293448422702,0.005952332302594844
p9_SCT,0.03905623123652835,4.29598343967979,0.0007576574124614006
p10_H1,0.0008342458508210819,11.393023712566352,0.00542535445763293
p10_P1,0.06288698250410528,3.485418302805849,0.0
p10_SCT,0.14651367979445765,2.1191419270166056,0.0
p11_H1,0.014488389989899196,6.0477444013051604,0.000591812361785239
p11_P1,0.11525593305329217,2.4950855231119347,0.0
p11_SCT,0.013415574946161373,6.186572603715984,0.006943520974549384
p12_H1,0.2764318349804338,1.1888738162206736,0.0
p12_P1,0.9711496690833382,0.0013101939298040247,0.0
p12_SCT,0.010953801296834494,6.554143036880783,0.006720442532300317
p13_H1,0.02095083321605404,5.387561435643036,0.011513066706153456
p13_P1,0.01727607611138872,5.731612866680989,0.005118283035162702
p13_SCT,3.780666084075243e-06,22.190759290652327,0.0019369542229821742
p14_H1,0.44730515114370306,0.5789925274341209,0.0
p14_P1,0.0014243722179549027,10.36596007825887,0.007413012442753657
p14_SCT,0.006163807973835999,7.609163758527607,0.0029078882596530954
p15_H1,4.913410394757238e-37,214.65730866503472,0.003774558547682039
p15_P1,0.017840597396592647,5.674071646840945,0.008887052494024187
p15_SCT,0.00024456044902003947,13.78301697623973,0.017726062990936656
p16_H1,0.32510876150027235,0.9714672617311342,0.0
p16_P1,0.502083568957131,0.4516205948808167,0.0
p16_SCT,0.3091087965493265,1.0379965192649099,0.0
p17_H1,0.0017245303209666918,10.0012583267525,0.006656421742117671
