feature,p_value,score,gbr,xgb,rf,BayesianRidge,mean
p1_H1,1.4956265370182677e-13,59.65632878202602,3.87382234778049e-05,8.394854e-05,0.00019414772696824722,0.23460089827964095,0.05872943319164299
p1_H3,3.5047533195492846e-08,31.96421320264311,4.461484896658256e-05,0.0,2.8732280506263784e-05,0.250883586853869,0.06273923349583546
p1_NCI,0.5929804613345415,0.28629390084927214,0.0,0.0,0.0,0.0,0.0
p2_H1,0.18516906576018055,1.7632977307216013,0.0,0.0,0.0,0.0,0.0
p2_H3,0.8886639141847743,0.01963015407969718,0.0,0.0,0.0,0.0,0.0
p2_NCI,0.011667994600469822,6.435101626693651,0.00022161980640222805,8.134409e-06,0.0001839580335914265,0.028901713470675962,0.007328856429853607
p3_H1,8.60575962170641e-18,83.25338587487452,3.952285381222284e-06,0.0002340387,0.0018799284219978426,0.004960117570787979,0.0017695092445418567
p3_H3,0.2299951800885088,1.4464548646681907,0.0,0.0,0.0,0.0,0.0
p3_NCI,0.10128002455142737,2.7009478467881274,0.0,0.0,0.0,0.0,0.0
p4_H1,5.623580521466154e-06,21.331659099064158,0.00018600129092247454,0.00015470946,0.0009713593199419569,0.07664600958759477,0.019489519914115273
p4_H3,5.109752524949815e-38,218.84772513842873,2.2784927589738034e-06,9.089324e-06,4.22073402273159e-05,0.07942826096081504,0.01987045902935333
p4_NCI,1.154807844030311e-06,24.595713067021425,1.5319835406430476e-06,4.498913e-05,0.00014320715856560803,0.09371115365805674,0.023475220482641126
p5_H1,1.8870537761189204e-05,18.869007050386944,5.140959957131457e-06,0.0,5.338800969531646e-05,0.15398262320069844,0.03851028804258772
p5_H3,1.9844855508866096e-40,237.8630216156566,0.0,0.00034995805,1.0964240083940643e-05,0.09174247074600335,0.02302584825874697
p5_NCI,2.5309903925295925e-24,122.69415336878605,1.972374416792564e-06,0.0009218496,0.00012025618255263965,0.12601228475740825,0.03176409073535637
p6_H1,0.1616268809981361,1.9681136274736548,0.0,0.0,0.0,0.0,0.0
p6_H3,0.041345535556644816,4.1958847532960215,3.0259273704645265e-06,6.75685e-05,2.88053443350933e-05,0.10749885597840117,0.026899563937658244
p6_NCI,0.00022361457214623338,13.940720968617018,0.00026217459215422436,0.000585576,0.00029115744799715164,0.17177931273191052,0.043229555191890756
p7_H1,7.529634701932462e-07,25.48565312520237,0.00035459897009538035,0.00026008865,0.00039574521386865946,0.07185327558953525,0.018215927106118666
p7_H3,2.751073737451856e-08,32.48256485040113,4.571756084364327e-05,6.245568e-06,0.00016151803513761876,0.10965295747277592,0.027466609659157905
p7_NCI,4.021206938646122e-07,26.796973535689805,4.6002561619188944e-05,7.119063e-05,0.0025239734900753758,0.01602670372162496,0.0046669676014042955
p8_H1,1.0471504184519375e-08,34.56024791295941,6.854614427018632e-05,0.00057076005,7.29822306871919e-05,0.007073247555105128,0.0019463839950963416
p8_H3,0.793939511378946,0.06833966246709257,0.0,0.0,0.0,0.0,0.0
p8_NCI,0.017000535616066622,5.756947545069681,0.0,0.0,3.866067049709019e-05,0.13317742267936436,0.033304020837465365
p9_H1,0.532211444406512,0.3910241539587459,0.0,0.0,0.0,0.0,0.0
p9_H3,0.00516883910594462,7.929262128568232,1.6282868063948742e-06,0.0,3.616033346404193e-05,0.1890233446558059,0.04726528331901908
p9_NCI,0.8769050244795298,0.02403087877312175,0.0,0.0,0.0,0.0,0.0
p10_H1,6.496746331315575e-13,56.23864984444989,6.970539191675954e-08,0.0011114646,0.00012090321209434536,0.18188957734456235,0.04578050370924541
p10_H3,1.1543455817517793e-11,49.64268934053729,5.457497533606947e-07,0.0,0.00017889824413322883,0.1261000294002479,0.03156986834853362
p10_NCI,2.048192925668737e-06,23.40865629434993,1.0450268915972497e-07,0.0,5.036817757822587e-05,0.11283320659138665,0.02822091981791351
p11_H1,8.027331137161029e-09,35.134732734699696,4.9878118975381934e-08,0.0,2.4906260296645222e-05,0.15453642211038945,0.03864034456220127
p11_H3,1.0739683405587679e-07,29.579910224011932,3.0672177183933826e-06,0.0,4.684282684250079e-06,0.016430112436150165,0.004109465984138202
p11_NCI,0.00398355601977997,8.414084336406795,5.5848392176482866e-06,0.0,0.00022155492252653124,0.3003570183175223,0.07514603951981662
p12_H1,0.02853424306459698,4.839627496908335,2.9832742705705966e-09,0.0,8.440814280929955e-06,0.011541509065026816,0.002887488215645504
p12_H3,0.02853424306459698,4.839627496908342,2.9832742705705966e-09,0.0,8.440814280929955e-06,0.011541509065026816,0.002887488215645504
p12_NCI,0.02853424306459698,4.839627496908342,2.9832742705705966e-09,0.0,8.440814280929955e-06,0.011541509065026816,0.002887488215645504
p13_H1,0.03834177970193876,4.325808663275885,0.00015188665909260794,0.00038496603,3.3830410253589326e-05,0.21492121860676358,0.05387297542600818
p13_H3,0.0024360645488386355,9.337347201320796,1.4823390015369661e-08,0.0,0.0,0.0422486781186648,0.010562173235513703
p13_NCI,0.0016130347841728596,10.11860343082178,0.0001444847466698813,3.903911e-05,3.1076087678060476e-05,0.011534629173446774,0.0029373072795889623
p14_H1,1.674550516477997e-18,87.36130638420941,6.114979831532543e-05,1.8479777e-05,9.814175021184638e-05,0.08797403458091294,0.022037951476680466
p14_H3,1.424353176585029e-12,54.42609452583559,1.4827274893094173e-07,0.0,1.5616331935618336e-05,0.1823811387838545,0.045599225847134765
p14_NCI,0.0002231198656302082,13.945068778433518,1.9254757218015455e-06,0.0,0.00013666547886174817,0.006698077247752959,0.001709167050584127
p16_H1,4.6366759499976595e-19,90.61494022894134,6.310133208033268e-07,0.00017746445,0.0008669630727420552,0.07251896188834994,0.01839100510558209
p16_H3,1.484340909712389e-16,76.21141814553,3.162076270143411e-07,0.0,9.406323970574674e-05,0.16508783065262286,0.041295552524988906
p16_NCI,5.420324074312927e-13,56.658305245015534,5.8225119659261406e-06,0.0005610777,0.0002201856765679324,0.26758524489048113,0.06709308268765155
p17_H1,1.8957527211902644e-12,53.76839631394991,6.702970524534694e-07,0.009832124,0.00012837586278792375,0.050696417098660095,0.015164396871073935
p17_H3,1.0,0.0,0.0,0.0,0.0,0.0,0.0
p17_NCI,5.389789647742726e-05,16.759464610870943,0.005113910097077335,0.0,0.00029723151185690963,0.012987953984863966,0.004599773898449552
p18_H1,0.004284042604312761,8.278421423882582,0.0009524119050040631,0.001550405,0.0018521113015640559,0.19872908414849133,0.05077100310212033
p18_H3,0.6234313806009693,0.24154664898785555,0.0,0.0,0.0,0.0,0.0
p18_NCI,6.459957777596349e-07,25.805313244963834,9.794643197139323e-05,0.000732048,0.0006786802610572443,0.08227161528431577,0.02094507249613459
p19_H1,7.524138918269154e-13,55.8989111988612,0.001128563709569411,0.0,0.00021777342273514175,0.1871097329951166,0.04711401753185529
p19_H3,6.943096123735999e-21,101.45266207429876,0.0,0.0,1.9182934272623126e-05,0.05556711264766808,0.013896573895485176
p19_NCI,6.48913029666949e-19,89.76063584482718,4.1736416546798416e-07,0.0010823131,0.0008622396021018263,0.22050431566162282,0.055612321439624954
p20_H1,3.685362745701968e-08,31.85676475672566,5.559078011020371e-08,0.0,9.863605417055637e-07,0.07583742255811658,0.0189596161273596
p20_H3,2.950970207827704e-08,32.33230043802374,5.559078011020371e-08,0.0,9.863605417055637e-07,0.07583742255811658,0.0189596161273596
p20_NCI,5.814360008075102e-08,30.883736727874748,0.0,0.0,6.325194513968772e-06,0.018897122299719092,0.004725861873558265
p21_H1,3.085706343737959e-60,422.21544465166227,0.00015618386835280406,0.00013115293,9.55556892629294e-05,0.525103284025488,0.1313715441292873
p21_H3,3.968614754868236e-61,431.8204570206714,0.00015618386835280406,0.00013115293,9.55556892629294e-05,0.525103284025488,0.1313715441292873
p21_NCI,2.6864672895418097e-77,629.6721846769251,0.00040149403415379835,0.00010757917,0.0002788909487392113,0.43675926671159515,0.10938680771695844
p22_H1,6.300606509768734e-10,40.69371387194726,0.000338003914440774,0.00014133261,1.677966025026002e-05,0.151464445043202,0.037990140306955314
p22_H3,1.7640974626380642e-05,19.005263536824607,6.669815173886689e-08,0.0,1.4702103484082834e-05,0.12707898823340166,0.03177343925875937
p22_NCI,1.8552973620049365e-06,23.613118911636153,6.669815173886689e-08,0.0,1.4702103484082834e-05,0.12707898823340166,0.03177343925875937
p24_H1,0.007282014087541562,7.29609952277715,4.984920652325653e-07,0.020494565,0.00471222537394789,0.2245776748350884,0.062446241017200046
p24_H3,7.538908829119097e-11,45.41213356893707,0.014311571890953454,0.0,0.0032364502077507273,0.11621072846571877,0.033439687641105734
p24_NCI,0.8031261301452955,0.0622563867290409,0.0,0.0,0.0,0.0,0.0
p25_H1,0.0005837742646376134,12.069734479571675,5.4485263345145904e-08,0.0002552335,0.000103504093317977,0.2699777351839316,0.06758413181357095
p25_H3,3.297270676098999e-06,22.427052150937698,5.4485263345145904e-08,0.0002552335,0.000103504093317977,0.2699777351839316,0.06758413181357095
p25_NCI,0.19127938671167458,1.7150531957180195,0.0,0.0,0.0,0.0,0.0
p26_H1,3.76017119712925e-06,22.15699180744946,7.939381038054597e-06,1.9237603e-05,1.8200052655256859e-06,0.10208490887110756,0.025528476465059805
p26_H3,3.2211505598522424e-07,27.26244540880183,0.0,0.0,1.2752090981827957e-05,0.16032611793804455,0.0400847175072566
p26_NCI,0.0002026435967873576,14.134163122167607,1.4554548343677166e-05,0.0,7.760545139647525e-06,0.11167985505599795,0.02792554253737032
p27_H1,0.25213302109389285,1.3162405027271937,0.0,0.0,0.0,0.0,0.0
p27_H3,0.2402412312463325,1.3843682354426754,0.0,0.0,0.0,0.0,0.0
p27_NCI,0.24032051610147714,1.3839004307798457,0.0,0.0,0.0,0.0,0.0
p28_H1,0.07814679462171377,3.1232078983756906,0.0,0.0,0.0,0.0,0.0
p28_H3,1.0,0.0,0.0,0.0,0.0,0.0,0.0
p28_NCI,1.4392496253849842e-24,124.25053509609951,0.0,0.0,9.624094709657573e-07,0.03351605066282322,0.008379253268073546
p29_H1,0.030377686709099898,4.730124252045248,0.00018265010832799268,3.4161672e-05,9.59047623464712e-05,0.09022572517480815,0.02263461042946427
p29_H3,0.10567600946429415,2.6327243185975515,0.0,0.0,0.0,0.0,0.0
p29_NCI,0.02312095474125578,5.209876446358276,1.609664093942301e-07,0.0,0.00023766568910901968,0.09887407219790435,0.02477797471335569
p30_H1,7.937012160321467e-05,15.987827035224681,0.0,0.0,1.0215556279370528e-05,0.031744842602563064,0.007938764539710609
p30_H3,7.93701216031699e-05,15.987827035225818,0.0,0.0,1.0215556279370528e-05,0.031744842602563064,0.007938764539710609
p30_NCI,7.937012160317579e-05,15.987827035225601,0.0,0.0,1.0215556279370528e-05,0.031744842602563064,0.007938764539710609
p31_H1,0.7622340390295324,0.09169328438075616,0.0,0.0,0.0,0.0,0.0
p31_H3,1.0,0.0,0.0,0.0,0.0,0.0,0.0
p31_NCI,0.00903056415028347,6.9015691607666625,7.989720522644743e-05,0.0,8.46186016256383e-06,0.41827547328614506,0.10459095808788352
p32_H1,4.9993559832984326e-05,16.909793671227444,1.0556898769797502e-07,0.0010838903,7.103362142287869e-06,0.17137515402760084,0.04311656332103016
p32_H3,1.0,0.0,0.0,0.0,0.0,0.0,0.0
p32_NCI,0.001775913589535108,9.935744328527274,8.813540206769456e-06,0.0,0.00013809856438754808,0.3382596349502683,0.08460163676371565
p33_H1,0.0026164653953820102,9.20262115428147,5.157912207647957e-06,0.0001395533,0.0002346931266574421,0.06719907448045086,0.01689461970572836
p33_H3,0.0019284172751075361,9.779409699910186,2.3282420453144413e-09,0.0,1.5487702938864755e-06,0.05462078671175934,0.013655584452573819
p33_NCI,0.002449208598158332,9.327192306083827,1.4823390015369661e-08,0.0,0.0,0.0422486781186648,0.010562173235513703
p34_H1,9.503832209271818e-17,77.30524129711131,1.7743320844719094e-06,0.0,0.0008381153212982884,0.08804784248260572,0.02222193303399712
p34_H3,4.314385713729653e-08,31.520072953961883,0.0,0.0,1.2137847580292487e-05,0.0979119136688161,0.0244810128790991
p34_NCI,3.1674183742910984e-06,22.509714755586625,2.2199573841888004e-05,0.0,0.0007386198731882152,0.050838318959760875,0.012899784601697745
p35_H1,0.0009273722300390193,11.177024522609875,1.6069715017677906e-06,0.0016280364,0.000530030488079661,0.02099700504764102,0.005789169721293488
p35_H3,0.7199872190926381,0.12873392705695733,0.0,0.0,0.0,0.0,0.0
p35_NCI,4.759227100598937e-05,17.008268873014067,2.179714083745764e-05,7.075627e-05,0.00026239464492745556,0.47894690649617866,0.11982546363853089
p36_H1,0.16555974283808989,1.9315907704081199,0.0,0.0,0.0,0.0,0.0
p36_H3,0.47392549739382284,0.5140344280123873,0.0,0.0,0.0,0.0,0.0
p36_NCI,3.3504217913356458e-12,52.462226875462434,2.504891723841761e-06,6.705814e-05,0.0001019730971357272,0.2515214411914868,0.06292324433084441
p37_H1,2.8124980583730956e-27,141.83005077327158,0.0005866957616737176,0.00024462584,9.525743097107297e-05,0.14222574207767655,0.03578808027859568
p37_H3,2.812498058377423e-27,141.83005077326712,0.0005866957616737176,0.00024462584,9.525743097107297e-05,0.14222574207767655,0.03578808027859568
p37_NCI,2.8124980583823276e-27,141.8300507732621,0.0005866957616737176,0.00024462584,9.525743097107297e-05,0.14222574207767655,0.03578808027859568
p38_H1,0.007098779875122297,7.342977662401355,2.4404969493719763e-05,7.462935e-05,3.0355469392030412e-05,0.13731063919712172,0.03436000724693425
p38_H3,0.009944353646366035,6.725662852456935,9.611178829936067e-06,0.0,1.2128692723506788e-05,0.24538378348545845,0.06135138083925297
p38_NCI,9.743608526224381e-08,29.7862941418238,4.99264314296162e-06,0.0,0.00017329561023885518,0.09649945399526948,0.024169435562162823
p39_H1,0.5147218446071752,0.4254112873501268,0.0,0.0,0.0,0.0,0.0
p39_H3,0.00030070892556692395,13.360404588610718,0.0,0.0,0.0003537009974962151,0.13304713076273975,0.03335020794005899
p39_NCI,0.00684983017844391,7.408700016770681,0.0016845919025070474,0.00029332496,0.00023843749617151263,0.08725753669403795,0.02236847276403475
p40_H1,2.1739438553102458e-20,98.47905317363724,0.00019487292447044544,0.00013464803,0.0008975223268246272,0.36274431140515784,0.09099283867101247
p40_H3,0.000138248419393967,14.887728397856812,1.131334650053178e-09,0.0,7.288766134841887e-05,0.32796658161081965,0.08200986760087568
p40_NCI,2.092097503247917e-05,18.660595936374452,7.560858424772062e-05,0.0,0.0008085978829709779,0.03143852153963203,0.008080682001712683
p41_H1,0.01797924135797438,5.6568754929226985,9.317704961167592e-08,0.0011231957,0.0004306684773576046,4.8226431650640506e-05,0.00040054595824285224
p41_H3,0.1730943273965602,1.8643271816192084,0.0,0.0,0.0,0.0,0.0
