feature,p_value,score,gbr
p1_H1,0.11619232034620462,2.4961201404000497,0.0
p1_H3,7.587578609668185e-07,26.616189873391733,0.0
p2_H1,1.5046188267444266e-08,35.77789170492606,0.001135038147664231
p2_H3,1.251305946661727e-10,47.69399927570681,0.0
p3_H1,0.32992775701433563,0.9552564345870499,0.0
p3_H3,0.02850781660750288,4.8892476251636605,1.2130958101569918e-05
p4_H1,0.6333296919095406,0.2284877086406777,0.0
p4_H3,0.6481341481930372,0.20908496644430952,0.0
p5_H1,0.06826616875144222,3.3717012033276643,0.0
p5_H3,0.01043262439368067,6.724464833844061,0.0006644655610802459
p6_H1,0.009697448774788028,6.860840138102087,8.931893657696879e-05
p6_H3,0.031112332280132604,4.733676660464136,0.0008247809628999235
p7_H1,0.1441616745209273,2.154973696709734,0.0
p7_H3,0.9471838435171677,0.004402648735000866,0.0
p8_H1,0.19116840932172116,1.7238160942119198,0.0
p8_H3,0.8265812460405355,0.04816438620786977,0.0
p9_H1,0.17953481532491852,1.8180786301213347,0.0
p9_H3,0.17810320323463838,1.8301702563031519,0.0
p10_H1,0.004368773603649156,8.371267843324448,0.0009490557694126856
p10_H3,0.37749596783288075,0.7833875837953522,0.0
p11_H1,0.023873925800019635,5.207073665645193,0.0006300119515286608
p11_H3,0.03546326253440596,4.502139371897493,0.0
p12_H1,5.7705624853137706e-08,32.576855606592694,0.0008090899797436944
p12_H3,2.7629340355230107e-05,18.687362033633963,0.0
p13_H1,3.095259820988396e-06,23.460615958016973,0.0001563799596781733
p13_H3,0.008907154463907586,7.019940595364162,5.069531814819846e-07
p14_H1,1.879825173792452e-07,29.81599271609335,2.0328097591946442e-05
p14_H3,0.00014950657726217606,15.127001090430838,5.213082479946934e-07
p15_H1,0.02189813221407116,5.36285617051276,0.0
p15_H3,1.415043933306123e-19,108.7933318047706,0.0
p16_H1,0.01933573058078165,5.588388284908782,0.0
p16_H3,4.1937884797196764e-10,44.60909168556705,0.0
p17_H1,7.98713849031753e-05,16.436133615794372,0.0007457482056823887
p17_H3,0.011745251746969434,6.504081685897685,6.796673919263191e-06
p18_H1,0.9579180526753514,0.0027934296702637087,0.0
p18_H3,0.6814321421333838,0.16916316158441289,0.0
p19_H1,1.964367083020813e-11,52.51798419996962,2.6124626138863288e-05
p19_H3,0.0006236605995895617,12.204385480156303,0.0005721570062192869
p20_H1,0.0019437171925760456,9.942935837080107,0.0
p20_H3,2.642530802569376e-10,45.78108443218349,2.1265466948854133e-05
p21_H1,5.531595755619307e-07,27.33501697853641,4.225460293285507e-05
p21_H3,4.562556832077452e-09,38.671727411637434,0.0
p22_H1,0.7820113040313778,0.07683217581193809,0.0
p22_H3,3.9610359994255703e-10,44.753572783953906,0.0
p23_H1,1.2259849927442954e-13,66.38692509844488,0.0
p23_H3,9.97396916841186e-09,36.76942889475957,0.0
p24_H1,7.863672635083014e-06,21.40638852835234,0.012690645287035025
p24_H3,0.47465770463786394,0.5136452176536281,0.0
p25_H1,1.6621808049683615e-09,41.15919934428654,0.0
p25_H3,2.4009551910044615e-08,34.65796339203716,0.0
p26_H1,0.6529034260558833,0.2030558125230473,0.0
p26_H3,0.09087797667102497,2.8951459515014166,0.0
p27_H1,2.637362128546591e-05,18.786974461807926,0.0
p27_H3,0.4637459051528593,0.5395443423254161,0.0
p28_H1,4.736803354602178e-17,89.8152186222206,9.817461596628407e-06
p28_H3,0.018031229342972858,5.715533759371043,0.0
p29_H1,0.10847703752297191,2.60664612230662,0.0
p29_H3,0.04299913957831123,4.1644796039898955,0.0
p30_H1,0.6459356563774843,0.21190020380998104,0.0
p30_H3,0.0850114610177098,3.005215490609262,0.0
p31_H1,7.776434002616954e-09,37.3724834542311,0.0
p31_H3,0.04756304703817128,3.989301240658773,0.0016159720636441312
p32_H1,0.3588725348736118,0.8469245741957665,0.0
p32_H3,0.363037806487419,0.8323199937542077,0.0
p33_H1,1.0412229923680439e-08,36.665448442996144,0.0
p33_H3,0.37629793127535527,0.78734143195875,0.0
