feature,xgb,gbr,BayesianRidge,rf,mean
1,0.0006956126308068633,0.0026621166598744038,0.1401237829353474,0.003235145198047154,0.03667916435601896
2,0.00018752382311504334,0.00040590702976333806,0.25586476504132255,0.017017732856577768,0.06836898218769467
3,0.0015101919416338205,0.00239535613099049,0.13604798156545014,0.010265444461199112,0.03755474352481839
4,0.00013716660032514483,0.0035864827082087774,0.06958577462977623,0.009125091379589645,0.020608628829474947
5,0.0008694392163306475,0.0022211461644311686,0.17985855811164436,0.008396878291384073,0.047836505445947565
6,0.0002369850844843313,0.022040892525536104,0.07852626917067308,0.009773927706254942,0.027644518621737117
7,0.024833919480443,0.030442548083738655,0.06114230737036748,0.015558859539494369,0.03299440861851088
8,0.00044925083057023585,0.003093049241202287,0.07397477672501683,0.00631394987684564,0.020957756668408746
9,0.00012293313920963556,0.0014940542779994072,0.18682436920779602,0.0017512064475800131,0.047548140768146265
10,0.00039987993659451604,0.09040445542793203,0.07925535996187767,0.018635236955461404,0.047173733070466406
11,0.00048316147876903415,0.00032359653438880626,0.1208635210997422,0.0325929774112501,0.03856581413103753
12,0.0,0.0,0.0,0.0,0.0
13,0.00012482104648370296,0.0007106715743960349,0.06719463917927398,0.06410185108947454,0.03303299572240707
14,0.00012506764323916286,0.0016739732566544688,0.1338084058060957,0.01952685105770869,0.038783574440924506
15,0.0,0.0,0.0,0.0,0.0
16,0.0010301301954314113,0.0015127012743438636,0.14275840349417462,0.012284366242530244,0.03939640030162003
17,0.0,0.029377311277858486,0.1646612146797694,0.26164985596423146,0.11392209548046484
18,0.00016443661297671497,0.0006171699059169403,0.12485346870688543,0.03591998480405511,0.040388765007458555
19,0.0002922826388385147,0.0016532034193225595,0.03452731555126543,0.0631954090697157,0.024917052669785552
20,0.0,0.0003370560948594996,0.1499842412048636,0.034157596131223565,0.04611972335773667
21,0.0,1.0,0.01834934510050628,0.2178374775108338,0.30904670565283504
22,0.00013270338240545243,0.00046573893820694935,0.0723150607109764,0.08005494422124776,0.03824211181320914
23,0.0,0.0,0.0,0.0,0.0
24,0.0,0.11707589870524879,0.027768065066057994,0.011260721554694689,0.03902617133150037
25,0.0,0.0001054731765908619,0.14396338100164133,0.0637878778530278,0.051964183007814996
26,5.8601148339221254e-05,6.698138992088626e-05,0.06520545227731867,0.051379168617580705,0.029177550858289866
27,0.0007644130964763463,0.018399672027838876,0.18427220271984832,0.011023442253465398,0.05361493252440724
28,0.09121942520141602,0.1549384255794826,0.05445045297859294,0.18523960451485047,0.1214619770685855
29,0.010368661023676395,0.0004197066886431667,0.1418979090161867,0.011893875391988206,0.04114503803012362
30,0.0,4.981852312962486e-06,0.06929803784758776,0.02052145025879009,0.022456117489672703
31,0.0001956296036951244,0.00151443825486147,0.006593205988384057,0.03218622015368456,0.010122373500156302
32,1.170845098386053e-05,0.0007965558979454215,0.06842619751959422,0.03163950002120237,0.025218490472431465
33,5.893636625842191e-05,0.005083646226810948,0.11411541241447434,0.06389063820744675,0.04578715830374762
34,0.000840831664390862,0.004426645330808662,0.1644219884952904,0.034932023549264,0.051155372259938485
35,2.1651525457855314e-05,0.00030011406362996114,0.1318079307036962,0.0028368616880133416,0.03374163949519934
36,0.00037502104532904923,0.0005604071289551774,0.08513459438221654,0.03956564085044632,0.031408915851736774
37,0.0034120737109333277,0.191673885893033,0.05159580148858225,0.009693845363298797,0.06409390161396185
38,0.0008686670917086303,0.07433976361606581,0.060533339131396066,0.08222561454720566,0.05449184609659405
39,0.0003682607493828982,0.01061035445265099,0.2046607772834234,0.02164134903809192,0.059320185380887305
40,4.8437865189043805e-05,0.1157496949794602,0.06742918997730765,0.1461122339819763,0.08233488920098331
41,5.766386311734095e-05,0.01005664629429141,0.0985495992966947,0.01449882349370218,0.03079068323695141
42,0.0031212756875902414,0.012199874976577537,0.31034240428612087,0.012851501770345487,0.08462876418015854
43,0.0,0.002657077313644437,0.041218283317144735,0.08629291029060099,0.03254206773034754
44,0.0,0.006685694173155273,0.12462982787074998,0.02280315354149895,0.03852966889635105
45,0.00020559878612402827,0.16018481214350636,0.12407775285069296,0.12010959249962656,0.10114443906998748
46,0.0,0.0,0.0,0.0,0.0
47,0.009855653159320354,1.0251407182861232e-05,0.04254881326506686,0.20801326851819874,0.0651069965874422
48,0.0004918234772048891,0.01971252897688864,0.10148169432001285,0.013067645865833248,0.03368842315998491
49,0.002744383178651333,0.006750588928221201,0.2360800917042568,0.014120756825472872,0.06492395515915056
50,0.0004320978478062898,0.000734141286261458,0.20822153278633754,0.013164948624196177,0.055638180136150364
51,0.0,0.011218469674117661,0.18379755296201017,0.09282245000466832,0.07195961816019904
52,0.0,0.0026903717929044535,0.10851265807272446,0.090490957824005,0.05042349692240848
53,0.0,0.0007744286307076211,0.053886204919830774,0.039492204934873494,0.023538209621352973
54,0.0,0.0003046017495665476,0.10271523340056031,0.11218689131379055,0.053801681615979355
55,0.0,0.0,0.0,0.0,0.0
56,0.0,0.0007474785529871255,0.03260133274621208,0.01681560964837425,0.012541105236893363
57,0.0,0.00034352513041054474,0.14928360681104072,0.07709223886886162,0.056679842702578226
58,0.0,0.0,0.06063489569287171,0.06377868796677919,0.031103395914912724
59,0.0,0.09255889854960656,0.06303597300603969,0.039288033437138874,0.04872072624819628
60,0.004648495465517044,0.0013767679534568223,0.14003759085731377,0.015538154600993325,0.04040025221932024
61,0.0,0.0033443723504414987,0.030505254559161876,0.012790118878462705,0.01165993644701652
62,0.0,0.0,0.0,0.0,0.0
63,0.0005449880845844746,0.017265804420414036,0.3230549847895002,0.004495370819395584,0.08634028702847357
64,2.336934267077595e-05,0.0008263339147517393,0.09562104482989829,0.009973857208174211,0.026611151323873757
65,0.9460160732269287,0.06711450345383854,0.07376329048719805,0.31277921132265957,0.3499182696226562
66,0.0,0.0,0.0,0.0,0.0
67,0.0,0.008182994803398163,0.30920876179771273,0.003966800262661219,0.08033963921594303
68,0.0,0.0,0.0,0.0,0.0
69,0.0002438627852825448,1.1033127250672508e-05,0.021036804909959215,0.026538763009925234,0.011957615958104417
70,0.0,0.0040826411475443835,0.08237963675007477,0.015116219087067633,0.025394624246171695
71,0.0,2.949902036925268e-05,0.01263746313416035,0.03863162554216392,0.01282464692417338
72,0.0,0.0,0.0,0.0,0.0
73,0.0,0.0,0.0,0.0,0.0
74,0.00027461035642772913,4.558752365787463e-05,0.027305978730469457,0.05849465600672221,0.021530208154319316
75,0.0,0.0,0.0,0.0,0.0
76,0.0,0.0,0.0,0.0,0.0
77,0.001081406488083303,0.0009388983297911484,0.03697026052915285,0.022987706611798754,0.015494567989706514
78,0.0,0.0,0.0,0.0,0.0
79,0.0,0.0006875271880045509,0.030101486323990703,0.150035636193536,0.04520616242638281
80,0.0,1.799095676127385e-05,0.12303726443126192,0.1905777881880702,0.07840826089402335
81,5.1997580158058554e-05,0.005002722070935066,0.1640946602585054,0.01562791786521288,0.04619432444370285
82,0.009880559518933296,0.024296403067260733,0.12111205535300842,0.03775892249705385,0.04826198510906408
83,0.0,1.160754358771065e-05,0.04381137399734057,0.06915263119804124,0.028243903184742382
84,0.0,0.0019075056182877336,0.10377593271411449,0.025472412410225742,0.032788962685656994
85,1.9776840417762287e-05,0.004165940492737468,0.3314855866704224,0.013304434962541516,0.08724393474152978
86,0.02359735034406185,0.05325573368333342,0.21613176400273953,0.0921569457809738,0.09628544845277714
87,0.0,0.00010445557498551103,0.07582161111670209,0.059394157059056533,0.03383005593768603
88,4.787529633176746e-06,0.003907999789314698,0.15845201736241493,0.0120747880986765,0.04360989819500982
89,0.0,0.00037192562222957646,0.16553081915402676,0.0023943624967971626,0.042074276818263374
90,0.005016247276216745,0.5012712907788945,0.21964172429830123,0.10122577665600054,0.20678875975235325
91,2.7104502805741504e-05,0.020145868274113098,0.11518068202782002,0.17147819069693307,0.07670796137541798
92,0.0,0.001247252848522364,0.1905497803471986,0.05004196576257894,0.06045974973957498
93,0.001743305940181017,0.008599454301780688,0.36337750902038063,0.029619238909456738,0.10083487704294976
94,0.001292889821343124,0.5611565650859331,0.18097643958621962,0.15536086583401132,0.22469669008187682
95,0.00017740228213369846,0.0013029150099490858,0.1494564940637453,0.0676716365724193,0.05465211198206185
96,0.0004532469611149281,0.005762443935075336,0.1070267446588334,0.008020876302317894,0.03031582796433539
97,5.928481914452277e-05,0.00341727389267479,0.09072219612399078,0.0190911458031255,0.0283224751597339
98,0.0,0.00017624883212834477,0.06441658441198778,0.0534024916213367,0.029498831216363205
99,0.0013534692116081715,0.00942418282422449,0.07583408435207523,0.013094030134304704,0.02492644163055315
100,0.0032370153348892927,0.00469590228908993,0.1279437680711645,0.014600597379459991,0.037619320768650925
101,0.0,0.00441779776088771,0.10994376581911314,0.014721314491250472,0.03227071951781283
102,0.0,0.05768309939026391,0.08509374857275234,0.008931636560663253,0.03792712113091988
103,0.0,0.000703765379988446,0.08488869732356215,0.017393490278316905,0.025746488245466877
104,3.5568886232795194e-05,0.009236068940833482,0.08279444677816095,0.014840638096124887,0.026726680675338028
105,0.00010890109115280211,0.00035944827067911953,0.16231733661166006,0.01592182764985529,0.04467687840583682
106,0.0,0.0,0.0,0.0,0.0
107,0.0005867625586688519,0.001238552983118545,0.055286428233888234,0.0819432317930259,0.03476374389217538
108,0.0004728309577330947,0.014223126571830233,0.07127804979365783,0.04638886282030026,0.03309071753588036
109,0.004045104142278433,0.012391858335663784,0.17426882155116533,0.017358443301801252,0.0520160568327272
110,0.0,0.0,0.0,0.0,0.0
111,0.0,0.0013086118656657486,0.09863137116863006,0.021417407437849048,0.030339347618036215
112,0.0005098996916785836,0.005301938578427421,0.05329281471829559,0.009695439314844533,0.017200023075811532
113,0.0,4.956825654960244e-06,0.19373244963588293,0.029188425105521974,0.055731457891764966
114,0.002699092496186495,0.021805642581032104,0.023184306123569084,0.047983111454744605,0.02391803816388307
115,0.0011313216527923942,0.0026003293802576745,1.0,0.020657792186987906,0.2560973608050095
116,2.5412455215700902e-05,0.004060191572144531,0.1550989972257808,0.017095189488798318,0.04406994768548484
117,0.004092455375939608,0.00042320047509089706,0.09563106915919692,0.06533631682307776,0.0413707604583263
118,0.00010695736273191869,0.01160461972378979,0.22293704964431837,0.021811876132303867,0.06411512571578598
119,0.00022546981927007437,0.0311117187570736,0.18341666814073215,0.011065940258226022,0.05645494924382546
120,0.0,6.294433598231973e-07,0.05488608122892452,0.05317218212639364,0.027014723199669494
121,0.0,0.0,0.0,0.0,0.0
122,0.000479907903354615,0.5475899800438341,0.16309833121987574,0.15317978091974485,0.2160870000217023
