feature,p_value,score,gbr,rf,xgb,BayesianRidge,mean
p1_H1,6.408216623961673e-05,16.107307997364455,5.397013547510827e-06,5.525099827541117e-06,1.5991849e-05,0.0006411625794134119,0.00016701913546413762
p1_H3,0.008011259029346062,7.05778979466265,2.910682694883042e-07,2.4736261699539512e-06,2.1265208e-05,0.026320676480430828,0.00658617659583965
p1_NCI,1.0153618221425798e-15,66.43892466634837,3.4191876771530672e-06,8.156395707458982e-06,2.940754e-05,0.08999734886231495,0.022509582996385263
p2_H1,0.06628766368046671,3.3796348337546673,3.1048964982206e-07,0.0008983500037056573,0.00022698371,0.08906503988386832,0.022547671022610686
p2_H3,6.684804933535283e-13,52.94479075080094,1.012116273662558e-05,1.3762054588480752e-05,0.00011122682,0.04468042759680196,0.011203884409006852
p2_NCI,0.003641210810799672,8.49260621076388,9.914493799241835e-05,4.4773901368801545e-05,8.195913e-05,0.0002679723728171331,0.0001234625854451339
p3_H1,1.817905224729482e-41,198.6837591872707,4.914213613803296e-05,5.635723083462421e-05,9.9424484e-05,0.08327849523976366,0.020870854772628684
p3_H3,9.435702099076445e-27,121.16064620162733,1.1619777715723354e-05,3.0993739018378604e-05,7.640906e-05,0.06897104611974754,0.017272517173679888
p3_NCI,5.4160979919433323e-48,234.74242576561096,4.03918027285672e-06,4.377252126050633e-05,3.740516e-05,0.08426766135579582,0.02108821955425071
p4_H1,6.626081119908229e-10,38.84378448986064,1.246440214117316e-05,2.8289275667944844e-05,3.5214565e-05,0.02324562920923488,0.005830399363082719
p4_H3,1.3896617303769478e-254,2119.039555908765,0.0,4.1299997177311275e-06,0.0,0.05384000213127944,0.013461033032749292
p4_NCI,4.878300032149783e-91,500.51052299259356,2.4989624028126164e-05,7.307212182865512e-05,0.00034074398,0.10794750798000204,0.027096578426440903
p5_H1,0.042319153644677546,4.1324197530348,2.74194279474409e-05,2.0308927305657543e-05,4.316857e-05,0.004487168561115399,0.0011445163714399061
p5_H3,0.0052081864702166625,7.838366857661516,1.5804830774688635e-06,7.1105234622366124e-06,0.0,0.046512357538370505,0.011630262136227552
p5_NCI,5.7768070386461686e-11,43.799722710140315,6.217851161031805e-05,0.00028010482402791116,0.00021188478,0.012197998392907371,0.0031880416263727067
p6_H1,2.0194799283053408e-12,50.66737515509999,4.2472557697280474e-08,0.012099491217024251,3.8725957e-06,0.024418886455851177,0.009130573185282867
p6_H3,2.4734450659894992e-270,2344.8210315461074,0.0,1.5077658728973398e-06,0.0,0.016971747318260972,0.004243313771033467
p6_NCI,1.194241222580355e-07,28.419713613481115,2.2977385097813793e-06,9.930259439845908e-06,8.69421e-06,0.04222500356197989,0.010561481442484807
p7_H1,1.298375642687712e-54,272.4077755712024,0.0008467351985639687,0.00016958796661733076,0.00029812165,0.03281169114069628,0.008531533989727284
p7_H3,7.863820927184963e-27,121.56376438960959,5.351698857481365e-07,2.4074930616169202e-05,0.0,0.09440487881948119,0.023607372229995777
p7_NCI,5.638167426488802e-36,169.14590812619556,0.00013609973521476224,0.00018191249720704016,9.025809e-05,0.022676177030428606,0.0057711118374268325
p8_H1,1.1082757935576577e-39,189.0021614654012,4.055445368880147e-05,7.074054858973452e-05,9.665899e-05,0.0687940636529027,0.01725050441051449
p8_H3,0.0001406342969215154,14.600602237285377,3.2745524194553276e-05,4.499324500261432e-05,0.0,0.012285203520585533,0.003090735572445675
p8_NCI,7.34075572718138e-61,308.9798125130271,2.274732435620964e-05,7.736728297756359e-05,0.0,0.14319827500668722,0.03582459740350525
p9_H1,2.272045597471834e-19,84.21778864761983,4.55090064836652e-06,1.757247445163422e-05,4.1334304e-05,0.02285606888965858,0.005729881642218288
p9_H3,0.00018321051185039782,14.095855925194577,0.0,4.631521252113362e-06,0.0,0.007031804028543369,0.0017591088874488706
p9_NCI,1.2242500809588729e-26,120.58482810395955,2.8966341819996624e-07,1.0647072352890604e-05,0.0,0.015978141472206785,0.003997269551994469
p10_H1,2.1289805537715766e-58,294.4447964447294,6.066366428381863e-07,3.314714938150501e-06,0.00052490813,0.03101613395468139,0.007886240858963469
p10_H3,3.4321907074544645e-57,287.37540961439527,1.6782225155431106e-07,8.704508011232376e-06,0.0,0.00664359496280181,0.0016631168232661491
p10_NCI,2.4707258893423577e-35,165.7418779971518,5.6690597108029316e-06,1.42465939218238e-05,3.810445e-06,0.004285856844115865,0.0010773957356679097
p11_H1,6.573096497866104e-29,132.2009740370178,1.47725529143164e-06,9.162852175862414e-05,0.0,0.01617603853972388,0.004067286079193484
p11_H3,6.216229537905861e-58,291.7156499711511,0.0,3.7383612104291083e-06,0.0,0.06378038943914298,0.01594603195008835
p11_NCI,4.03284454809311e-35,164.61526266857075,8.25764118175979e-06,1.5327084121926494e-05,0.0,0.08613630990300342,0.021539973657076775
p12_H1,6.524724866007401e-49,239.9057635051418,0.0,9.064513630002614e-07,0.0,0.0041946185585347,0.001048881252474425
p12_H3,6.524724866014077e-49,239.90576350513916,0.0,9.064513630002614e-07,0.0,0.0041946185585347,0.001048881252474425
p12_NCI,6.524724866014077e-49,239.90576350513916,0.0,9.064513630002614e-07,0.0,0.0041946185585347,0.001048881252474425
p13_H1,3.4310571431185764e-48,235.8543934859825,4.329803973846751e-05,1.3806883610335167e-05,0.00016834382,0.03776753389736841,0.009498245659371164
p13_H3,4.935778186033695e-59,298.17682773764386,4.624120197388605e-08,4.7106036219714965e-07,0.0,0.02067723524029028,0.005169438135463613
p13_NCI,3.9478133556988e-54,269.6225246908513,1.2774270516719927e-05,8.682391123186928e-06,1.2447672e-05,0.09773127581878388,0.024441295038082587
p14_H1,1.2605585287752847e-189,1335.7982739598517,1.6969573643974396e-08,5.691876312061119e-06,0.0,0.04153198509735973,0.010384423485811358
p14_H3,3.9545777078939845e-22,97.87447738773157,1.8041820705266415e-08,4.3702870586809134e-06,0.0,0.03292811262536561,0.008233125238561248
p14_NCI,7.275537202331408e-42,200.85133959949061,1.5528399505452282e-06,5.940858689585129e-06,0.0,0.019561925507226095,0.004892354801466556
p15_H1,2.956197883004797e-116,681.1909891335104,8.169027827419321e-05,6.340268965675343e-05,2.108118e-05,0.06950615216063831,0.01741808157702016
p15_H3,4.837198209020116e-33,153.66495695880343,6.15386827460675e-07,1.1358076962944984e-05,0.0,0.063076491910571,0.015772116343590353
p15_NCI,7.123421209261384e-17,72.02329679677554,4.5334534595867476e-05,9.425460274578351e-05,3.543643e-05,0.08449596084880266,0.02116774660430168
p17_H1,4.720183072439998e-127,764.8564576429919,2.438036579046777e-06,6.081742846809384e-05,2.6457941e-05,0.02735742369921935,0.006861784276367439
p17_H3,6.0378007731650884e-74,388.91834293890787,1.2263499932896942e-06,7.231234119567253e-06,0.0,0.14073578307310808,0.035186060164305234
p17_NCI,1.9431703639606133e-29,134.92679139558018,0.0001759741857398847,0.0002293443494138872,0.00026428042,0.015553905781560502,0.004055876183545668
p18_H1,3.088072488022444e-22,98.40980718968497,3.3613033837139503e-07,3.946399980826747e-06,0.0,0.0008887889425936184,0.00022326786822820415
p18_H3,1.0,0.0,0.0,0.0,0.0,0.0,0.0
p18_NCI,8.949349061601735e-68,350.64476676012515,1.1870517306331354e-07,4.298823846280537e-06,0.0,0.0014399651021612453,0.00036109565779514726
p19_H1,1.3180502008616163e-36,172.50398694581028,4.921569003777435e-05,2.4921060974371345e-05,0.00015602642,0.04525233716808023,0.011370625084993586
