feature,rf,xgb,BayesianRidge,gbr,mean
1,0.0948871683809703,0.006090362090617418,0.15187157176568056,0.0017257175473112906,0.0636437049461449
2,0.03743156347964485,0.024371009320020676,0.08915777319757326,0.031472225800621825,0.04560814294946515
3,0.017716642830533296,0.004952101036906242,0.08713717998351432,0.00043689527418588555,0.027560704781284938
4,0.0009994998471924018,0.0,0.10024488937635202,0.0015768562071002802,0.025705311357661177
5,0.006511096574333829,0.0,0.12616900018756874,0.018241185351670054,0.03773032052839315
6,0.04384512711033143,3.3385764254489914e-05,0.12048220714699914,0.0229793435285413,0.04683501588753159
7,0.0461509335310392,0.012261581607162952,0.2323646260796887,0.036510305387339494,0.08182186165130759
8,0.023275844139329826,0.0,0.050349819208196325,0.006196953345980883,0.01995565417337676
9,0.22511609686096115,0.0,0.04598925696486748,0.01749251004070613,0.07214946596663369
10,0.1444890500275829,0.00010206551087321714,0.07999496960841782,0.002988163292501497,0.05689356210984385
11,0.006648449712241411,0.00011734374129446223,0.21378937822639316,0.0066586357329666895,0.05680345185322393
12,0.15304349283838853,0.0,0.08276614308488897,0.22399304191451125,0.11495066945944718
13,0.015718004491188906,0.009892934933304787,0.09777352803392204,0.0055817511068214825,0.0322415546413093
14,0.03755346647461432,0.0003600548952817917,0.1674396999877551,0.012041194699528713,0.054348604014294984
15,0.016067616092612317,0.0,0.06824388754738497,0.0013227740543234833,0.021408569423580194
16,0.016509406289672877,0.03810540959239006,0.09243142071758761,0.0032205641887907825,0.03756670019711033
17,0.008827771947638131,0.0,0.14416702489463878,0.011519477565990192,0.041128568602066776
18,0.009171702079388024,3.851234578178264e-05,0.10299764602616995,0.0009488486333482883,0.028289177271172014
19,0.005416244797431428,0.0,0.16676040679458248,0.016419706927067155,0.04714908962977027
20,0.046741668994837185,0.0,0.17628322405932784,0.02999784595057597,0.06325568475118525
21,0.13777025153058756,0.0,0.10680210589644847,0.016056666017020955,0.06515725586101424
22,0.018244058273683784,0.0008701057522557676,0.07414989118391059,0.02999480719269323,0.030814715600635846
23,0.04371138136330114,0.0,0.181342465183388,0.01801515830964774,0.06076725121408422
24,0.025791579950570263,9.754532220540568e-05,0.1612574792250593,0.002130687739082214,0.0473193230592293
25,0.18716346597494649,0.0002151372464140877,0.15196998227291086,0.3122886948262683,0.16290932008013492
26,0.0074887269260670375,0.007997645996510983,0.039849146455123066,0.0013258337871380678,0.014165338291209788
27,0.01641107863960857,0.04012783244252205,0.10954257759342349,0.02283556635053042,0.04722926375652113
28,0.014230762824774394,0.0008948292816057801,0.10408264420798764,4.821097126066494e-05,0.02981411182140712
29,0.03767718392856404,0.0,0.102657363132374,0.0023716310832076295,0.035676544536036414
30,0.06192029383529138,0.0,0.17139933607099767,0.02824203366453956,0.06539041589270715
31,0.06213834671989187,0.004630718380212784,0.1401199932587787,0.02161427670292572,0.05712583376545227
32,0.019443306292434775,0.0,0.07535494123556047,0.0072029479532009786,0.025500298870299056
33,0.0,0.0,0.0,0.0,0.0
34,0.3430213443377654,0.0,0.2451030667336793,0.15289641879513213,0.1852552074666442
35,0.07335197789747087,0.0,0.04251453305902514,0.11324014499778605,0.057276663988570516
36,0.018550829133140847,0.00033408994204364717,0.10756421309602218,0.008498882268777189,0.033737003609995965
37,0.26149655307025804,0.0,0.15334782421876847,0.12210493305588643,0.13423732758622825
38,0.0,0.0,0.0,0.0,0.0
39,0.24788230511550632,0.0,0.18746099216798842,0.21824451388063998,0.16339695279103367
40,0.016269467052922162,0.0,0.16938171257428736,0.010671323502656775,0.04908062578246657
41,0.0,0.0,0.0,0.0,0.0
42,0.0,0.0,0.0,0.0,0.0
43,0.6667330207746133,0.0,0.23907092905524413,0.26203863180462506,0.2919606454086206
44,0.011196198676853524,0.0012559015303850174,0.12082095553889717,0.010280138007772183,0.035888298438476976
45,0.10490885264465764,0.0,0.30721332146408625,0.1202494506084927,0.13309290617930916
46,0.03433053777648094,0.0,0.0568680736146951,0.01388483559465872,0.026270861746458693
47,0.26891650439396975,0.0,0.12122207422926772,0.20263824045342388,0.14819420476916534
48,0.5662685774668348,0.0,0.2004809453983965,0.22215041166877167,0.24722498363350073
49,0.06190754890407268,0.00011229623487452045,0.13186591629436895,0.039341498129122125,0.05830681489060957
50,0.034453001431315564,0.0,0.08033718669437594,0.003956178261521072,0.029686591596803143
51,0.3449795283699198,0.0,0.15527859117529436,0.17859709167966653,0.16971380280622017
52,0.05425256581579634,0.0,0.1597132801417164,0.01855867417008633,0.05813113003189977
53,0.000839133929245234,0.0,0.05777371491583965,0.0028675486837124843,0.015370099382199343
54,0.21183031742213076,0.005665588192641735,0.22532523830315596,0.030009154895915595,0.11820757470346102
55,0.0,0.0,0.0,0.0,0.0
56,0.0017213592276271862,0.0,0.051164007480040484,0.00014174592816869032,0.013256778158959091
57,0.03770462622646277,0.0017031379975378513,0.11452396638155031,0.00448524255966041,0.03960424329130283
58,0.420550994168654,0.007411482743918896,0.4398233531064551,0.36771705098534824,0.30887572025109405
59,0.08173533235531334,1.6265910744550638e-05,0.22884143036186455,0.013085864702386067,0.08091972333257712
60,0.44265469548295433,0.0,0.2135078312014133,0.27412207815585404,0.2325711512100554
61,0.07880453635547426,0.0010353761026635766,0.2569142891296704,0.009665602758027712,0.08660495108645898
62,0.020425011842090727,0.005084850359708071,0.38808566971480707,0.01554486270773681,0.10728509865608567
63,0.0643242834756922,0.007235509809106588,0.030086185326590544,0.003594213479997696,0.02631004802284676
64,0.025401316453932645,0.0009134118445217609,0.0980642630750566,0.010361208332315986,0.033685049926456746
65,0.034272378150215596,0.0024152027908712626,0.1468820812980971,0.02451683419260482,0.052021624107947195
66,0.06477072946423644,0.0007223717984743416,0.06832535214925693,0.006382585554085499,0.0350502597415133
67,0.0,0.0,0.0,0.0,0.0
68,0.013001680747721836,0.0,0.11278556303525489,0.0002572897970604276,0.03151113339500929
69,0.05939776026249914,0.07053242623806,0.1323663366165408,0.02080921123783516,0.07077643358873377
70,0.0,0.0,0.0,0.0,0.0
71,0.0,0.0,0.0,0.0,0.0
72,0.0091566083506716,0.0,0.17694994484790796,0.001563467904379786,0.04691750527573983
73,0.5622210517018805,0.004167219158262014,0.20958435722346566,0.43099029693730734,0.3017407312552289
74,0.0,0.0,0.0,0.0,0.0
75,0.01628617722248544,0.0,0.037200390934301115,0.0015104749089870717,0.013749260766443406
76,0.15560998017454133,0.0,0.0650775843348804,0.001065656656298203,0.055438305291429985
77,0.0,0.0,0.0,0.0,0.0
78,0.0,0.0,0.0,0.0,0.0
79,0.02489151913289229,0.003742959350347519,0.13357453620157936,0.008095939968278393,0.04257623866327439
80,0.06225550460242371,0.01869720034301281,0.2555983745707774,0.012374260712876476,0.08723133505727258
81,0.09453240204287398,0.0,0.1744157019658671,0.028111675709465427,0.07426494492955163
82,0.0,0.0,0.0,0.0,0.0
83,0.009869285015043363,0.0007112692692317069,0.264507565878542,0.014951340678826556,0.0725098652104109
84,0.0,0.0,0.0,0.0,0.0
85,0.018304945963247526,0.0,0.08753245602514972,0.008720140788736916,0.02863938569428354
86,0.0,0.0,0.0,0.0,0.0
87,0.03365855942629222,0.0,0.2047139279246415,0.0216394172950552,0.06500297616149724
88,0.0,0.0,0.0,0.0,0.0
89,0.0,0.0,0.0,0.0,0.0
