feature,xgb,rf,BayesianRidge,gbr,mean
1,0.012113872915506363,0.07183710263817791,0.14989015260057093,0.024631585748567417,0.06461817847570565
2,0.003112654434517026,0.006289564956503696,0.06158405616182745,0.0010688046503788975,0.018013770050806767
3,7.674135304114316e-06,0.007562090630554343,0.10167446216567055,0.0017082389085641544,0.02773811646002329
4,0.0003035752451978624,0.006282774208281199,0.046163769578629645,0.010408871816239796,0.015789747712087125
5,0.01158314011991024,0.010133997867777184,0.09349559057354363,0.003026882748993527,0.029559902827556144
6,0.0,0.010842268287660141,0.0704191920034689,0.007047752882324562,0.022077303293363403
7,0.0035572058986872435,0.007769862245361954,0.16051928581133812,0.006889593468473924,0.04468398685596531
8,0.0008175009279511869,0.005661209677917484,0.02750762615285932,0.003440604443425116,0.009356735300538276
9,0.0,0.054440786702097066,0.04487365493397537,0.018119237021028013,0.02935841966427511
10,0.0023409761488437653,0.0831694066842599,0.08539770616496221,0.11266141838038425,0.07089237684461253
11,0.00037383974995464087,0.007239762977274487,0.08932654851939079,0.006551317769400793,0.02587286725400518
12,0.0005487694288603961,0.022805204006820828,0.09769702883795053,0.02911568837347983,0.037541672661777895
13,0.00028733559884130955,0.0035251689666090384,0.051182125349792225,0.0003426338453028974,0.013834315940136368
14,0.0,0.01247645473208582,0.14353153965466967,0.005412148882658147,0.04035503581735341
15,0.008217805996537209,0.01663987597165188,0.07912735970214789,0.005604479211869825,0.0273973802205517
16,0.008451098576188087,0.011558256981585273,0.031587251440209844,0.015349659363659089,0.016736566590410572
17,0.0,0.009821917278060609,0.09608093296942773,0.005286685753564389,0.02779738400026318
18,0.0,0.03087278848668543,0.08346559468378562,0.020302201131949367,0.0336601460756051
19,0.0,0.007549801576213845,0.02837603897049886,0.001767874043025177,0.00942342864743447
20,0.0021109620574861765,0.03532284563561009,0.09665058970672387,0.016278272744330857,0.03759066753603775
21,0.0,0.2361194483241317,0.02076462604557548,0.29364613236777826,0.13763255168437136
22,0.0031848738435655832,0.014815143410912912,0.042753004396202984,0.004579959412689262,0.016333245265842684
23,0.0003698680957313627,0.03274622860968572,0.10192416239735701,0.0008696295215985393,0.03397747215609316
24,5.1519509725039825e-05,0.02225753545962641,0.09844144049792306,0.010034531772001507,0.032696256809819
25,0.0003474512486718595,0.036389878179065006,0.1872925498824716,0.004329007807713514,0.05708972177948049
26,0.0,0.018539367562294046,0.08160572515279348,0.007167016663215541,0.026828027344575765
27,0.01108945719897747,0.007244451720128274,0.07124276439389998,0.02829646097468298,0.029468283571922178
28,0.0010258443653583527,0.004196452692422463,0.0687549028967539,0.0002365374437095331,0.018553434349561065
29,0.0,0.0108103067506901,0.05636891186798986,0.011753794387549447,0.019733253251557354
30,0.0,0.024039952982708834,0.08511231980545723,0.02506146540112205,0.03355343454732203
31,0.0069724335335195065,0.07996393179790647,0.2218552073835767,0.12227484102944222,0.10776660343611122
32,0.0,0.017194190948776628,0.06580710203121529,0.009330447116106642,0.02308293502402464
33,0.0,0.0,0.0,0.0,0.0
34,0.0235125869512558,0.07108099846993962,0.16566821455324365,0.009421880721366687,0.06742092017395145
35,0.00040247253491543233,0.059913994782469365,0.023051143097806648,0.03693431317556247,0.03007548089768848
36,5.778319064120296e-06,0.01178166745440108,0.11722641947964288,0.005587648736550365,0.03365037849741461
37,0.00043970937258563936,0.07446674446940423,0.13119806801979889,0.01689133731296228,0.05574896479368775
38,0.0021356733050197363,0.03526434258254448,0.26952909620108373,0.02455914721609958,0.08287206482618688
39,0.0013059660559520125,0.0050568282162683055,0.09874304112126502,0.002822490974410384,0.02698208159197393
40,0.00022377941058948636,0.007638062603446222,0.0919016597363785,0.007319684857039417,0.026770796651863406
41,0.0,0.0,0.0,0.0,0.0
42,0.0,0.0,0.0,0.0,0.0
43,0.0008110321359708905,0.15848531659132192,0.15900917279972174,0.14216313443289794,0.11511716398997812
44,0.00016895025328267366,0.010393215595227665,0.1014648390233979,0.003111664642470868,0.028784667378594777
45,0.0,0.003332877358305586,0.09801191138529079,0.0038729708011513704,0.02630443988618694
46,0.0,0.004914444295985348,0.06398402963590019,0.0002412670973989258,0.017284935257321117
47,0.0,0.2079027937931329,0.09832208719762432,0.11063260022040745,0.10421437030279117
48,0.0,0.1259922356870824,0.12996120003223863,0.08880154403521864,0.08618874493863493
49,2.533605947974138e-05,0.12836276620183107,0.08899681001913264,0.052038583771020316,0.06735587401286594
50,0.00022952520521357656,0.011390329126198183,0.0971955865003703,0.0025075508474538895,0.02783074791980899
51,0.0006131256814114749,0.07193370322719629,0.08520044195356592,0.02521397348882669,0.0457403110877501
52,0.0,0.05804587558411079,0.11607541819964441,0.02943522020505701,0.050889128497203055
53,0.0,0.0,0.0,0.0,0.0
54,0.00016164279077202082,0.15842025968796777,0.1828020429086318,0.07233708412302016,0.10343025737759794
55,0.0,0.0072314840545327245,0.06877851210819011,0.0013860953966379395,0.01934902288984019
56,0.0,0.004914444295985348,0.06398402963590019,0.0002412670973989258,0.017284935257321117
57,0.015754621475934982,0.013550039057508366,0.050641284771787184,0.0054626906870161385,0.021352158998061668
58,0.004147279541939497,0.2222599586284345,0.2669164639108631,0.2736727209028017,0.1917491057460097
59,0.0,0.055150767541797346,0.09482983938320717,0.0007338148858100719,0.03767860545270365
60,0.0,0.16143216442279468,0.13843278763087136,0.026074681451765832,0.08148490837635797
61,0.0004980586236342788,0.019060793559210486,0.13794174944172352,0.09165899858345349,0.06228990005200544
62,0.0,0.010249131612279545,0.10454673750157806,0.010847670159100625,0.03141088481823956
63,0.0,0.0,0.0,0.0,0.0
64,0.0007468418916687369,0.02822479434090731,0.06481496573890969,0.0059930933181396905,0.024944923822406356
65,0.0019157415954396129,0.023315223146258873,0.14468943238692583,0.014688356692921647,0.04615218845538649
66,0.0002243099588667974,0.010698796257753359,0.06775497268212385,0.0030715510205151643,0.020437407479814793
67,0.0,0.0,0.0,0.0,0.0
68,0.0,0.0,0.0,0.0,0.0
69,0.013314556330442429,0.010976521531225126,0.12618124333568853,0.008186489516835475,0.039664702678547895
70,0.0,0.0,0.0,0.0,0.0
71,0.0,0.0,0.0,0.0,0.0
72,0.0,0.004919661452628785,0.06308873948635162,0.0009549332971774383,0.01724083355903946
73,0.0,0.11712244408376815,0.10020802517219445,0.05416897465930513,0.06787486097881694
74,0.0,0.0,0.0,0.0,0.0
75,0.0,0.0029776868675967455,0.08813350761261134,0.00039205563168654946,0.02287581252797366
76,0.0023767068050801754,0.11620233868455986,0.0263065202885487,0.0015403752641370144,0.03660648526058144
77,0.0,0.0,0.0,0.0,0.0
78,0.0,0.0,0.0,0.0,0.0
79,0.003915390465408564,0.022901711907760774,0.07964007189871361,0.004809130283665128,0.02781657613888702
80,0.001876416034065187,0.028088796592240808,0.14879440445669462,0.012024694574521022,0.04769607791438041
81,0.0,0.03847895930071093,0.057210114888444547,0.03648801017482302,0.03304427109099463
82,0.0,0.0,0.0,0.0,0.0
83,0.0,0.004948141135034122,0.11907410449518958,0.0031561609363498036,0.031794601641643376
84,0.0,0.0,0.0,0.0,0.0
85,0.0,0.0341541150574348,0.10955966270350943,0.006629313386127168,0.03758577278676785
86,0.0,0.0,0.0,0.0,0.0
87,0.0,0.01799113759543061,0.14740686397622668,6.529590035720659e-05,0.04136582436800362
88,0.0,0.0,0.0,0.0,0.0
89,0.0,0.0,0.0,0.0,0.0
90,0.0,0.011645825775441637,0.18765735796411206,0.005794865379508851,0.051274512279765636
91,0.0,0.004595183457087359,0.11540921505757687,0.00601252273361128,0.03150423031206888
92,0.0,0.012215726606362514,0.17102537586891417,0.02610182884513656,0.052335732830103315
93,0.00011737610475393012,0.015471763798513408,0.11843492366753464,0.0015571177409550575,0.03389529532793926
94,0.0,0.0,0.0,0.0,0.0
95,0.0,0.0,0.0,0.0,0.0
96,0.0,0.0,0.0,0.0,0.0
97,0.005154267884790897,0.0033395499280832117,0.03638707904328007,0.011623498064631147,0.01412609873019633
98,0.0,0.12903500939174745,0.11847996531441314,0.10464154695972325,0.08803913041647096
99,0.0,0.0,0.0,0.0,0.0
100,0.0,0.015275808069423587,0.05964098527879775,0.02063174506420827,0.0238871346031074
101,0.0,0.050936471471614786,0.12273472732493086,0.017824929480119215,0.04787403206916621
102,0.0,0.17396837338285817,0.01893885133889032,0.03365575514871103,0.05664074496761488
103,0.0,0.012467416304844069,0.1839567161428263,0.0038874281635725206,0.05007789015281072
104,0.00010392550029791892,0.00694640762904846,0.11440125011046703,0.00029136952789249115,0.030435738191926475
105,0.0,0.029906792239863592,0.1842208533310563,0.011143654614320037,0.056317825046309986
